Size,Interval,CondNum,NoiseLevel,Iter,Rec_l1,Rec_l2,Time_ms,U_err,S_err,V_err
5x4,[0;100],134.437,1e-10,10,1.51788e-17,4.66081e-18,2.3393,2.74168e-18,8.55116e-18,4.75334e-19
5x4,[0;100],134.437,1e-10,20,3.44776e-17,9.47421e-18,6.3302,5.40974e-18,3.94739e-18,4.74856e-19
5x4,[0;100],134.437,1e-10,30,2.29851e-17,6.80893e-18,7.0087,5.55442e-18,5.25167e-18,4.43402e-19
5x4,[0;100],134.437,1e-10,50,1.92988e-17,7.07644e-18,11.6946,4.82939e-18,4.9126e-18,5.03696e-19
5x4,[0;100],134.437,1e-10,100,2.47198e-17,8.68445e-18,23.3111,4.72327e-18,3.8904e-18,5.11376e-19

5x4,[0;100],134.437,1e-05,1,2.49603e-07,7.46615e-08,0.3002,4.88569e-09,1.83488e-08,9.70666e-10
5x4,[0;100],134.437,1e-05,5,2.68882e-17,8.36453e-18,1.4428,4.91627e-18,4.90774e-18,4.80775e-19
5x4,[0;100],134.437,1e-05,10,3.03577e-17,1.06407e-17,3.2026,5.79452e-18,7.16728e-18,4.98094e-19
5x4,[0;100],134.437,1e-05,20,1.58294e-17,4.75568e-18,4.3321,4.90356e-18,7.95412e-18,5.73223e-19
5x4,[0;100],134.437,1e-05,30,2.36356e-17,6.46534e-18,5.7861,5.23501e-18,8.50568e-18,5.37661e-19
5x4,[0;100],134.437,1e-05,50,1.64799e-17,5.02022e-18,9.7534,6.15043e-18,7.77877e-18,4.31583e-19
5x4,[0;100],134.437,1e-05,100,3.33934e-17,9.52618e-18,20.0592,6.14965e-18,7.98312e-18,4.31779e-19

5x4,[0;1000],15.578,1e-20,1,5.22152e-16,1.56827e-16,0.4442,3.2919e-19,1.24175e-16,2.80377e-19
5x4,[0;1000],15.578,1e-20,5,1.95156e-16,6.28882e-17,0.9841,2.86613e-19,8.58294e-17,2.10828e-19
5x4,[0;1000],15.578,1e-20,10,2.22912e-16,7.87964e-17,2.6076,3.83862e-19,7.97218e-17,2.98463e-19
5x4,[0;1000],15.578,1e-20,20,4.31946e-16,1.11954e-16,3.9314,3.30929e-19,8.44153e-17,2.8428e-19
